id,compra_id,producto_id,cantidad,precio_unitario,subtotal,pagado_con_puntos
11818,4834,1,1,35.95,35.95,false
11819,4835,3,2,18.00,36.00,false
11820,4835,6,1,28.50,28.50,false
11821,4835,1,2,35.95,71.90,false
11822,4836,25,1,35.00,35.00,false
11823,4837,11,1,22.00,22.00,false
11824,4837,17,1,0.00,0.00,true
11825,4838,6,1,28.50,28.50,false
11826,4838,1,1,35.95,35.95,false
11827,4838,3,1,18.00,18.00,false
11828,4839,25,1,35.00,35.00,false
11829,4840,3,1,18.00,18.00,false
11830,4840,2,1,38.90,38.90,false
11831,4841,15,3,19.95,59.85,false
11832,4841,3,2,18.00,36.00,false
11833,4841,6,1,28.50,28.50,false
11834,4842,23,1,8.00,8.00,false
11835,4842,20,1,10.00,10.00,false
11836,4843,14,1,16.50,16.50,false
11837,4843,7,1,35.00,35.00,false
11838,4843,3,1,18.00,18.00,false
11839,4843,2,2,38.90,77.80,false
11840,4844,25,1,0.00,0.00,true
11841,4844,19,1,15.50,15.50,false
11842,4844,26,1,26.00,26.00,false
11843,4845,13,1,12.35,12.35,false
11844,4845,12,1,31.00,31.00,false
11845,4845,17,1,10.95,10.95,false
11846,4846,1,1,35.95,35.95,false
11847,4846,3,1,18.00,18.00,false
11848,4846,6,3,28.50,85.50,false
11849,4847,23,2,8.00,16.00,false
11850,4847,14,1,16.50,16.50,false
11851,4848,1,2,35.95,71.90,false
11852,4848,22,1,18.00,18.00,false
11853,4848,2,2,38.90,77.80,false
11854,4848,3,1,18.00,18.00,false
11855,4849,5,1,32.00,32.00,false
11856,4849,25,1,35.00,35.00,false
11857,4849,2,1,38.90,38.90,false
11858,4849,26,1,26.00,26.00,false
11859,4850,25,1,35.00,35.00,false
11860,4850,26,1,26.00,26.00,false
11861,4851,9,1,24.50,24.50,false
11862,4852,3,1,18.00,18.00,false
11863,4852,1,1,35.95,35.95,false
11864,4852,2,1,38.90,38.90,false
11865,4853,26,1,26.00,26.00,false
11866,4854,20,2,10.00,20.00,false
11867,4854,2,1,38.90,38.90,false
11868,4855,14,1,16.50,16.50,false
11869,4855,3,1,18.00,18.00,false
11870,4856,21,3,24.95,74.85,false
11871,4856,1,1,35.95,35.95,false
11872,4857,17,1,10.95,10.95,false
11873,4858,6,1,28.50,28.50,false
11874,4858,1,2,35.95,71.90,false
11875,4858,21,2,24.95,49.90,false
11876,4858,22,1,18.00,18.00,false
11877,4859,15,1,19.95,19.95,false
11878,4859,1,1,35.95,35.95,false
11879,4859,5,1,32.00,32.00,false
11880,4860,1,1,35.95,35.95,false
11881,4860,27,1,29.50,29.50,false
11882,4860,5,1,32.00,32.00,false
11883,4861,19,1,15.50,15.50,false
11884,4861,1,1,35.95,35.95,false
11885,4861,15,1,19.95,19.95,false
11886,4861,23,1,8.00,8.00,false
11887,4862,23,1,8.00,8.00,false
11888,4862,1,1,35.95,35.95,false
11889,4863,2,1,38.90,38.90,false
11890,4863,15,1,19.95,19.95,false
11891,4863,21,1,24.95,24.95,false
11892,4863,3,1,18.00,18.00,false
11893,4864,15,1,19.95,19.95,false
11894,4864,26,1,26.00,26.00,false
11895,4865,5,1,0.00,0.00,true
11896,4866,26,1,26.00,26.00,false
11897,4866,27,1,29.50,29.50,false
11898,4867,3,1,18.00,18.00,false
11899,4867,26,1,0.00,0.00,true
11900,4868,11,1,22.00,22.00,false
11901,4868,7,1,35.00,35.00,false
11902,4869,26,1,26.00,26.00,false
11903,4869,27,1,29.50,29.50,false
11904,4869,25,1,35.00,35.00,false
11905,4870,23,1,8.00,8.00,false
11906,4870,26,1,26.00,26.00,false
11907,4871,26,1,26.00,26.00,false
11908,4871,19,1,15.50,15.50,false
11909,4871,25,1,35.00,35.00,false
11910,4872,22,2,18.00,36.00,false
11911,4872,7,3,35.00,105.00,false
11912,4873,22,1,18.00,18.00,false
11913,4873,11,1,22.00,22.00,false
11914,4873,1,1,35.95,35.95,false
11915,4874,18,1,12.00,12.00,false
11916,4875,7,1,35.00,35.00,false
11917,4875,6,1,28.50,28.50,false
11918,4875,2,1,38.90,38.90,false
11919,4876,25,1,0.00,0.00,true
11920,4876,26,1,26.00,26.00,false
11921,4877,19,1,15.50,15.50,false
11922,4878,9,1,24.50,24.50,false
11923,4878,23,1,8.00,8.00,false
11924,4879,6,2,28.50,57.00,false
11925,4879,5,1,32.00,32.00,false
11926,4879,23,2,8.00,16.00,false
11927,4880,12,1,31.00,31.00,false
11928,4880,26,1,26.00,26.00,false
11929,4881,3,2,18.00,36.00,false
11930,4881,1,1,35.95,35.95,false
11931,4881,22,1,18.00,18.00,false
11932,4882,17,1,10.95,10.95,false
11933,4882,25,1,35.00,35.00,false
11934,4883,5,1,32.00,32.00,false
11935,4883,15,1,19.95,19.95,false
11936,4884,17,1,10.95,10.95,false
11937,4884,20,1,10.00,10.00,false
11938,4885,2,1,38.90,38.90,false
11939,4885,5,1,32.00,32.00,false
11940,4886,9,1,0.00,0.00,true
11941,4886,25,1,35.00,35.00,false
11942,4886,26,1,26.00,26.00,false
11943,4887,1,1,35.95,35.95,false
11944,4887,15,1,19.95,19.95,false
11945,4887,21,2,24.95,49.90,false
11946,4888,26,1,26.00,26.00,false
11947,4888,22,1,18.00,18.00,false
11948,4889,1,1,35.95,35.95,false
11949,4889,2,1,38.90,38.90,false
11950,4889,5,2,32.00,64.00,false
11951,4889,3,1,18.00,18.00,false
11952,4890,13,2,12.35,24.70,false
11953,4890,2,1,0.00,0.00,true
11954,4890,22,1,18.00,18.00,false
11955,4890,23,1,8.00,8.00,false
11956,4891,25,1,35.00,35.00,false
11957,4891,13,1,12.35,12.35,false
11958,4891,11,1,22.00,22.00,false
11959,4892,23,1,8.00,8.00,false
11960,4892,1,1,35.95,35.95,false
11961,4892,5,1,32.00,32.00,false
11962,4892,6,1,28.50,28.50,false
11963,4893,27,1,29.50,29.50,false
11964,4894,3,1,18.00,18.00,false
11965,4894,2,1,38.90,38.90,false
11966,4894,5,1,0.00,0.00,true
11967,4895,13,1,12.35,12.35,false
11968,4895,3,2,18.00,36.00,false
11969,4895,22,2,18.00,36.00,false
11970,4895,18,1,12.00,12.00,false
11971,4896,19,2,0.00,0.00,true
11972,4896,5,1,32.00,32.00,false
11973,4896,7,1,35.00,35.00,false
11974,4896,23,1,8.00,8.00,false
11975,4897,13,2,12.35,24.70,false
11976,4897,2,2,38.90,77.80,false
11977,4898,19,1,15.50,15.50,false
11978,4899,2,1,38.90,38.90,false
11979,4899,20,1,10.00,10.00,false
11980,4899,1,1,35.95,35.95,false
11981,4900,23,1,8.00,8.00,false
11982,4900,22,1,18.00,18.00,false
11983,4900,3,1,18.00,18.00,false
11984,4901,18,1,12.00,12.00,false
11985,4902,26,1,26.00,26.00,false
11986,4902,21,1,24.95,24.95,false
11987,4903,13,1,12.35,12.35,false
11988,4903,14,1,16.50,16.50,false
11989,4903,15,1,19.95,19.95,false
11990,4904,11,1,22.00,22.00,false
11991,4904,7,1,35.00,35.00,false
11992,4905,9,1,24.50,24.50,false
11993,4906,3,1,18.00,18.00,false
11994,4906,1,1,0.00,0.00,true
11995,4906,6,1,28.50,28.50,false
11996,4906,2,1,38.90,38.90,false
11997,4907,5,1,32.00,32.00,false
11998,4907,10,1,26.95,26.95,false
11999,4908,18,1,12.00,12.00,false
12000,4908,19,1,15.50,15.50,false
12001,4908,9,1,24.50,24.50,false
12002,4909,10,1,26.95,26.95,false
12003,4910,6,1,28.50,28.50,false
12004,4910,5,1,32.00,32.00,false
12005,4910,3,1,18.00,18.00,false
12006,4910,1,1,35.95,35.95,false
12007,4911,19,1,15.50,15.50,false
12008,4912,12,1,31.00,31.00,false
12009,4913,9,1,24.50,24.50,false
12010,4914,10,1,26.95,26.95,false
12011,4914,21,1,24.95,24.95,false
12012,4914,12,1,31.00,31.00,false
12013,4914,17,1,10.95,10.95,false
12014,4915,7,2,35.00,70.00,false
12015,4915,3,1,18.00,18.00,false
12016,4915,6,2,28.50,57.00,false
12017,4915,1,2,35.95,71.90,false
12018,4916,21,1,24.95,24.95,false
12019,4916,3,1,18.00,18.00,false
12020,4916,1,1,35.95,35.95,false
12021,4917,11,1,22.00,22.00,false
12022,4917,9,1,24.50,24.50,false
12023,4918,10,1,26.95,26.95,false
12024,4919,6,1,28.50,28.50,false
12025,4919,26,3,26.00,78.00,false
12026,4919,20,1,10.00,10.00,false
12027,4920,9,1,24.50,24.50,false
12028,4921,2,1,38.90,38.90,false
12029,4921,21,1,24.95,24.95,false
12030,4922,10,1,26.95,26.95,false
12031,4923,12,1,31.00,31.00,false
12032,4923,9,1,24.50,24.50,false
12033,4923,19,1,15.50,15.50,false
12034,4923,10,1,26.95,26.95,false
12035,4924,10,1,26.95,26.95,false
12036,4924,18,1,12.00,12.00,false
12037,4924,27,1,29.50,29.50,false
12038,4925,1,1,35.95,35.95,false
12039,4925,7,1,35.00,35.00,false
12040,4925,2,3,38.90,116.70,false
12041,4925,17,2,10.95,21.90,false
12042,4926,9,1,24.50,24.50,false
12043,4926,10,1,26.95,26.95,false
12044,4927,18,1,12.00,12.00,false
12045,4928,18,1,12.00,12.00,false
12046,4928,9,1,24.50,24.50,false
12047,4929,10,1,26.95,26.95,false
12048,4929,12,1,31.00,31.00,false
12049,4929,9,1,24.50,24.50,false
12050,4930,9,1,24.50,24.50,false
12051,4931,10,1,26.95,26.95,false
12052,4931,19,2,15.50,31.00,false
12053,4931,1,1,35.95,35.95,false
12054,4932,2,1,38.90,38.90,false
12055,4932,10,1,26.95,26.95,false
12056,4933,2,1,38.90,38.90,false
12057,4933,6,1,28.50,28.50,false
12058,4933,5,3,32.00,96.00,false
12059,4933,22,1,18.00,18.00,false
12060,4934,7,2,35.00,70.00,false
12061,4934,27,2,29.50,59.00,false
12062,4934,3,1,18.00,18.00,false
12063,4935,15,1,0.00,0.00,true
12064,4936,12,1,31.00,31.00,false
12065,4937,2,2,38.90,77.80,false
12066,4937,3,1,18.00,18.00,false
12067,4937,8,1,36.95,36.95,false
12068,4938,11,1,22.00,22.00,false
12069,4938,17,1,10.95,10.95,false
12070,4938,19,1,15.50,15.50,false
12071,4939,22,2,18.00,36.00,false
12072,4939,7,2,35.00,70.00,false
12073,4940,7,2,35.00,70.00,false
12074,4940,13,2,12.35,24.70,false
12075,4940,2,1,38.90,38.90,false
12076,4941,5,1,32.00,32.00,false
12077,4942,11,1,22.00,22.00,false
12078,4942,9,1,24.50,24.50,false
12079,4942,12,1,31.00,31.00,false
12080,4943,19,1,15.50,15.50,false
12081,4944,9,1,24.50,24.50,false
12082,4945,7,2,35.00,70.00,false
12083,4945,23,2,8.00,16.00,false
12084,4945,5,1,32.00,32.00,false
12085,4946,9,1,24.50,24.50,false
12086,4947,9,1,24.50,24.50,false
12087,4948,11,1,22.00,22.00,false
12088,4949,20,1,10.00,10.00,false
12089,4949,17,1,10.95,10.95,false
12090,4950,7,1,35.00,35.00,false
12091,4950,26,1,26.00,26.00,false
12092,4950,1,2,35.95,71.90,false
12093,4950,4,1,32.50,32.50,false
12094,4951,10,1,26.95,26.95,false
12095,4951,18,1,12.00,12.00,false
12096,4952,18,1,0.00,0.00,true
12097,4953,9,1,24.50,24.50,false
12098,4953,12,1,31.00,31.00,false
12099,4954,10,1,26.95,26.95,false
12100,4955,9,1,24.50,24.50,false
12101,4955,12,1,31.00,31.00,false
12102,4955,11,1,22.00,22.00,false
12103,4956,18,1,0.00,0.00,true
12104,4956,20,1,10.00,10.00,false
12105,4957,11,1,22.00,22.00,false
12106,4958,10,1,26.95,26.95,false
12107,4958,19,1,15.50,15.50,false
12108,4959,19,1,15.50,15.50,false
12109,4959,9,1,24.50,24.50,false
12110,4959,12,1,31.00,31.00,false
12111,4960,18,1,12.00,12.00,false
12112,4960,10,1,26.95,26.95,false
12113,4960,14,1,16.50,16.50,false
12114,4961,25,1,0.00,0.00,true
12115,4962,18,1,12.00,12.00,false
12116,4962,11,1,22.00,22.00,false
12117,4962,17,1,10.95,10.95,false
12118,4963,11,1,0.00,0.00,true
12119,4963,10,1,26.95,26.95,false
12120,4964,6,2,28.50,57.00,false
12121,4964,5,3,32.00,96.00,false
12122,4965,12,1,31.00,31.00,false
12123,4965,11,1,22.00,22.00,false
12124,4965,21,1,24.95,24.95,false
12125,4966,11,1,22.00,22.00,false
12126,4966,20,1,10.00,10.00,false
12127,4966,9,1,24.50,24.50,false
12128,4967,21,1,24.95,24.95,false
12129,4968,9,1,24.50,24.50,false
12130,4969,25,1,35.00,35.00,false
12131,4969,14,1,16.50,16.50,false
12132,4969,16,1,22.50,22.50,false
12133,4970,7,1,35.00,35.00,false
12134,4970,2,1,38.90,38.90,false
12135,4970,15,1,19.95,19.95,false
12136,4970,25,1,35.00,35.00,false
12137,4971,19,1,15.50,15.50,false
12138,4972,7,1,35.00,35.00,false
12139,4973,9,1,24.50,24.50,false
12140,4973,18,1,12.00,12.00,false
12141,4973,10,1,26.95,26.95,false
12142,4973,17,1,10.95,10.95,false
12143,4974,12,1,31.00,31.00,false
12144,4974,20,1,10.00,10.00,false
12145,4975,25,1,35.00,35.00,false
12146,4975,7,1,35.00,35.00,false
12147,4975,26,1,26.00,26.00,false
12148,4975,27,1,29.50,29.50,false
12149,4976,11,1,22.00,22.00,false
12150,4976,10,1,26.95,26.95,false
12151,4977,1,2,35.95,71.90,false
12152,4977,17,1,10.95,10.95,false
12153,4977,6,2,28.50,57.00,false
12154,4977,5,1,32.00,32.00,false
12155,4978,3,2,18.00,36.00,false
12156,4978,5,2,32.00,64.00,false
12157,4978,23,1,8.00,8.00,false
12158,4979,11,1,22.00,22.00,false
12159,4979,1,1,35.95,35.95,false
12160,4980,19,1,15.50,15.50,false
12161,4980,17,1,0.00,0.00,true
12162,4980,9,1,24.50,24.50,false
12163,4981,12,1,31.00,31.00,false
12164,4982,16,2,22.50,45.00,false
12165,4982,7,2,35.00,70.00,false
12166,4982,23,2,8.00,16.00,false
12167,4982,15,1,19.95,19.95,false
12168,4983,14,2,16.50,33.00,false
12169,4983,17,3,10.95,32.85,false
12170,4983,6,1,28.50,28.50,false
12171,4983,5,1,32.00,32.00,false
12172,4984,6,2,28.50,57.00,false
12173,4984,2,2,38.90,77.80,false
12174,4984,11,2,22.00,44.00,false
12175,4984,9,1,24.50,24.50,false
12176,4985,22,1,18.00,18.00,false
12177,4986,10,1,26.95,26.95,false
12178,4986,12,1,31.00,31.00,false
12179,4986,20,1,10.00,10.00,false
12180,4986,11,1,22.00,22.00,false
12181,4987,19,1,15.50,15.50,false
12182,4988,13,1,12.35,12.35,false
12183,4988,27,1,29.50,29.50,false
12184,4988,20,1,10.00,10.00,false
12185,4988,14,1,0.00,0.00,true
12186,4989,7,2,35.00,70.00,false
12187,4989,13,2,12.35,24.70,false
12188,4989,5,1,32.00,32.00,false
12189,4990,20,1,10.00,10.00,false
12190,4991,20,1,10.00,10.00,false
12191,4992,25,1,35.00,35.00,false
12192,4992,5,1,32.00,32.00,false
12193,4992,7,1,35.00,35.00,false
12194,4992,6,1,28.50,28.50,false
12195,4993,1,2,35.95,71.90,false
12196,4993,17,1,10.95,10.95,false
12197,4993,21,2,24.95,49.90,false
12198,4993,13,3,12.35,37.05,false
12199,4994,27,1,29.50,29.50,false
12200,4994,3,1,0.00,0.00,true
12201,4994,20,1,10.00,10.00,false
12202,4995,24,1,15.00,15.00,false
12203,4995,25,1,35.00,35.00,false
12204,4995,6,1,28.50,28.50,false
12205,4996,9,1,24.50,24.50,false
12206,4997,1,1,0.00,0.00,true
12207,4998,14,1,16.50,16.50,false
12208,4998,26,1,26.00,26.00,false
12209,4999,25,1,0.00,0.00,true
12210,4999,26,1,0.00,0.00,true
12211,5000,10,1,26.95,26.95,false
12212,5000,14,1,16.50,16.50,false
12213,5000,5,1,32.00,32.00,false
12214,5000,19,1,15.50,15.50,false
12215,5001,5,1,32.00,32.00,false
12216,5002,5,1,32.00,32.00,false
12217,5002,2,1,38.90,38.90,false
12218,5003,1,1,35.95,35.95,false
12219,5003,14,1,16.50,16.50,false
12220,5003,3,1,18.00,18.00,false
12221,5004,26,1,26.00,26.00,false
12222,5005,26,1,26.00,26.00,false
12223,5005,16,1,0.00,0.00,true
12224,5005,5,1,32.00,32.00,false
12225,5006,17,1,10.95,10.95,false
12226,5007,1,2,0.00,0.00,true
12227,5007,2,1,38.90,38.90,false
12228,5007,17,1,10.95,10.95,false
12229,5007,14,1,16.50,16.50,false
12230,5008,17,1,10.95,10.95,false
12231,5009,9,1,24.50,24.50,false
12232,5009,11,1,22.00,22.00,false
12233,5010,18,1,12.00,12.00,false
12234,5010,23,1,8.00,8.00,false
12235,5011,21,1,24.95,24.95,false
12236,5011,10,2,26.95,53.90,false
12237,5012,26,1,26.00,26.00,false
12238,5013,26,1,26.00,26.00,false
12239,5014,9,1,24.50,24.50,false
12240,5014,26,1,26.00,26.00,false
12241,5015,3,1,18.00,18.00,false
12242,5015,26,1,26.00,26.00,false
12243,5015,23,1,8.00,8.00,false
12244,5016,3,2,18.00,36.00,false
12245,5016,5,1,32.00,32.00,false
12246,5016,22,1,18.00,18.00,false
12247,5017,22,1,18.00,18.00,false
12248,5017,21,1,24.95,24.95,false
12249,5017,23,1,8.00,8.00,false
12250,5017,20,2,10.00,20.00,false
12251,5018,7,2,35.00,70.00,false
12252,5018,1,2,35.95,71.90,false
12253,5018,22,3,18.00,54.00,false
12254,5019,6,1,28.50,28.50,false
12255,5019,1,1,35.95,35.95,false
12256,5019,27,1,29.50,29.50,false
12257,5020,1,1,35.95,35.95,false
12258,5021,14,1,16.50,16.50,false
12259,5021,27,1,29.50,29.50,false
12260,5021,20,1,10.00,10.00,false
12261,5022,5,1,32.00,32.00,false
12262,5022,15,1,19.95,19.95,false
12263,5022,22,1,18.00,18.00,false
12264,5022,25,1,35.00,35.00,false
12265,5023,21,1,24.95,24.95,false
12266,5023,22,1,18.00,18.00,false
12267,5024,26,1,26.00,26.00,false
12268,5024,25,1,35.00,35.00,false
12269,5024,7,1,35.00,35.00,false
12270,5024,5,1,32.00,32.00,false
12271,5025,26,1,26.00,26.00,false
12272,5025,25,1,35.00,35.00,false
12273,5025,3,1,18.00,18.00,false
12274,5026,9,1,24.50,24.50,false
12275,5026,26,1,26.00,26.00,false
12276,5027,1,1,35.95,35.95,false
12277,5027,3,2,18.00,36.00,false
12278,5028,17,1,10.95,10.95,false
12279,5028,25,1,35.00,35.00,false
12280,5029,14,1,16.50,16.50,false
12281,5029,7,1,0.00,0.00,true
12282,5030,26,1,26.00,26.00,false
12283,5030,11,1,22.00,22.00,false
12284,5031,25,1,35.00,35.00,false
12285,5031,22,1,0.00,0.00,true
12286,5032,14,1,16.50,16.50,false
12287,5032,17,1,10.95,10.95,false
12288,5033,1,1,35.95,35.95,false
12289,5033,19,2,15.50,31.00,false
12290,5033,7,1,35.00,35.00,false
12291,5034,10,1,26.95,26.95,false
12292,5034,25,1,35.00,35.00,false
12293,5035,7,1,35.00,35.00,false
12294,5035,14,1,16.50,16.50,false
12295,5036,17,1,10.95,10.95,false
12296,5036,25,1,35.00,35.00,false
12297,5037,2,1,38.90,38.90,false
12298,5037,3,1,18.00,18.00,false
12299,5038,5,1,32.00,32.00,false
12300,5038,3,1,0.00,0.00,true
12301,5039,25,1,35.00,35.00,false
12302,5039,16,1,22.50,22.50,false
12303,5039,27,1,29.50,29.50,false
12304,5040,2,1,38.90,38.90,false
12305,5040,19,1,15.50,15.50,false
12306,5040,15,1,19.95,19.95,false
12307,5041,15,2,19.95,39.90,false
12308,5041,20,2,10.00,20.00,false
12309,5041,13,2,12.35,24.70,false
12310,5041,21,1,24.95,24.95,false
12311,5042,16,1,22.50,22.50,false
12312,5042,15,1,19.95,19.95,false
12313,5043,7,2,0.00,0.00,true
12314,5043,2,1,38.90,38.90,false
12315,5044,25,1,35.00,35.00,false
12316,5044,26,1,26.00,26.00,false
12317,5044,2,1,38.90,38.90,false
12318,5044,6,1,28.50,28.50,false
12319,5045,14,2,16.50,33.00,false
12320,5045,1,1,35.95,35.95,false
12321,5045,21,1,24.95,24.95,false
12322,5045,6,1,28.50,28.50,false
12323,5046,23,1,8.00,8.00,false
12324,5046,20,1,10.00,10.00,false
12325,5046,22,1,18.00,18.00,false
12326,5047,23,1,0.00,0.00,true
12327,5047,25,1,35.00,35.00,false
12328,5048,14,1,16.50,16.50,false
12329,5048,13,1,12.35,12.35,false
12330,5048,15,2,19.95,39.90,false
12331,5048,23,2,8.00,16.00,false
12332,5049,25,1,35.00,35.00,false
12333,5049,17,1,10.95,10.95,false
12334,5050,1,2,35.95,71.90,false
12335,5050,7,1,35.00,35.00,false
12336,5050,2,2,38.90,77.80,false
12337,5050,12,2,31.00,62.00,false
12338,5051,23,1,8.00,8.00,false
12339,5051,7,1,35.00,35.00,false
12340,5051,1,1,35.95,35.95,false
12341,5052,3,1,18.00,18.00,false
12342,5053,6,1,28.50,28.50,false
12343,5053,25,1,35.00,35.00,false
12344,5053,18,1,12.00,12.00,false
12345,5054,26,1,0.00,0.00,true
12346,5055,13,1,12.35,12.35,false
12347,5055,2,1,38.90,38.90,false
12348,5055,1,2,35.95,71.90,false
12349,5055,3,1,18.00,18.00,false
12350,5056,27,1,29.50,29.50,false
12351,5056,25,1,35.00,35.00,false
12352,5057,1,1,35.95,35.95,false
12353,5057,22,1,18.00,18.00,false
12354,5057,13,1,12.35,12.35,false
12355,5058,22,1,0.00,0.00,true
12356,5058,27,1,29.50,29.50,false
12357,5059,10,1,26.95,26.95,false
12358,5059,15,1,19.95,19.95,false
12359,5059,5,1,32.00,32.00,false
12360,5060,20,3,10.00,30.00,false
12361,5061,16,1,22.50,22.50,false
12362,5061,13,2,12.35,24.70,false
12363,5061,21,1,24.95,24.95,false
12364,5061,22,2,18.00,36.00,false
12365,5062,18,1,12.00,12.00,false
12366,5063,7,1,35.00,35.00,false
12367,5063,6,1,28.50,28.50,false
12368,5063,3,1,18.00,18.00,false
12369,5064,21,1,24.95,24.95,false
12370,5064,15,1,19.95,19.95,false
12371,5064,23,1,8.00,8.00,false
12372,5064,6,2,28.50,57.00,false
12373,5065,25,1,0.00,0.00,true
12374,5065,7,2,35.00,70.00,false
12375,5065,21,1,24.95,24.95,false
12376,5066,11,2,22.00,44.00,false
12377,5066,26,1,26.00,26.00,false
12378,5066,1,1,35.95,35.95,false
12379,5067,5,1,32.00,32.00,false
12380,5067,13,1,12.35,12.35,false
12381,5068,2,2,38.90,77.80,false
12382,5068,1,1,35.95,35.95,false
12383,5068,3,1,18.00,18.00,false
12384,5068,5,1,32.00,32.00,false
12385,5069,21,2,24.95,49.90,false
12386,5069,13,2,12.35,24.70,false
12387,5069,19,1,15.50,15.50,false
12388,5069,23,1,8.00,8.00,false
12389,5070,7,1,35.00,35.00,false
12390,5070,25,1,35.00,35.00,false
12391,5071,23,1,8.00,8.00,false
12392,5072,1,1,35.95,35.95,false
12393,5072,7,2,35.00,70.00,false
12394,5072,3,1,18.00,18.00,false
12395,5073,25,1,35.00,35.00,false
12396,5073,26,1,26.00,26.00,false
12397,5074,21,1,24.95,24.95,false
12398,5074,6,1,28.50,28.50,false
12399,5074,18,1,12.00,12.00,false
12400,5075,18,1,12.00,12.00,false
12401,5075,2,1,38.90,38.90,false
12402,5076,21,1,24.95,24.95,false
12403,5076,22,1,18.00,18.00,false
12404,5076,16,1,22.50,22.50,false
12405,5077,15,1,19.95,19.95,false
12406,5077,13,2,12.35,24.70,false
12407,5077,1,1,35.95,35.95,false
12408,5077,20,1,10.00,10.00,false
12409,5078,5,1,32.00,32.00,false
12410,5078,16,1,22.50,22.50,false
12411,5078,27,1,29.50,29.50,false
12412,5078,17,1,10.95,10.95,false
12413,5079,17,1,10.95,10.95,false
12414,5079,2,1,38.90,38.90,false
12415,5080,3,1,18.00,18.00,false
12416,5080,20,1,10.00,10.00,false
12417,5081,23,3,8.00,24.00,false
12418,5081,1,1,35.95,35.95,false
12419,5081,6,1,28.50,28.50,false
12420,5082,12,2,31.00,62.00,false
12421,5082,5,3,32.00,96.00,false
12422,5082,1,2,35.95,71.90,false
12423,5083,1,1,35.95,35.95,false
12424,5083,5,2,32.00,64.00,false
12425,5084,22,2,18.00,36.00,false
12426,5084,1,2,35.95,71.90,false
12427,5084,16,1,22.50,22.50,false
12428,5084,15,1,19.95,19.95,false
12429,5085,6,1,28.50,28.50,false
12430,5085,26,1,26.00,26.00,false
12431,5086,1,1,0.00,0.00,true
12432,5086,25,1,35.00,35.00,false
12433,5086,2,1,38.90,38.90,false
12434,5087,14,1,16.50,16.50,false
12435,5087,10,1,26.95,26.95,false
12436,5088,3,1,18.00,18.00,false
12437,5088,17,1,10.95,10.95,false
12438,5088,1,1,35.95,35.95,false
12439,5088,6,1,28.50,28.50,false
12440,5089,20,1,10.00,10.00,false
12441,5089,16,2,22.50,45.00,false
12442,5089,21,1,24.95,24.95,false
12443,5090,7,1,35.00,35.00,false
12444,5090,6,1,28.50,28.50,false
12445,5090,1,1,35.95,35.95,false
12446,5091,3,1,18.00,18.00,false
12447,5091,5,1,32.00,32.00,false
12448,5092,10,1,26.95,26.95,false
12449,5092,3,1,18.00,18.00,false
12450,5092,25,1,0.00,0.00,true
12451,5093,7,1,35.00,35.00,false
12452,5093,19,1,15.50,15.50,false
12453,5094,1,1,35.95,35.95,false
12454,5094,25,1,35.00,35.00,false
12455,5094,26,1,26.00,26.00,false
12456,5095,1,2,35.95,71.90,false
12457,5095,16,3,22.50,67.50,false
12458,5095,17,2,10.95,21.90,false
12459,5096,3,2,18.00,36.00,false
12460,5096,11,1,22.00,22.00,false
12461,5096,5,2,32.00,64.00,false
12462,5097,20,1,10.00,10.00,false
12463,5098,23,1,8.00,8.00,false
12464,5098,21,2,24.95,49.90,false
12465,5099,22,1,18.00,18.00,false
12466,5099,21,2,24.95,49.90,false
12467,5100,20,1,10.00,10.00,false
12468,5101,1,1,35.95,35.95,false
12469,5101,3,1,18.00,18.00,false
12470,5101,20,1,10.00,10.00,false
12471,5102,3,2,18.00,36.00,false
12472,5102,1,1,35.95,35.95,false
12473,5102,6,1,28.50,28.50,false
12474,5103,6,1,28.50,28.50,false
12475,5103,26,1,26.00,26.00,false
12476,5104,16,1,22.50,22.50,false
12477,5104,13,1,12.35,12.35,false
12478,5104,20,1,10.00,10.00,false
12479,5104,15,1,19.95,19.95,false
12480,5105,18,1,12.00,12.00,false
12481,5106,17,1,10.95,10.95,false
12482,5107,26,1,26.00,26.00,false
12483,5107,15,1,19.95,19.95,false
12484,5107,12,1,31.00,31.00,false
12485,5108,13,1,12.35,12.35,false
12486,5108,22,1,18.00,18.00,false
12487,5109,3,2,18.00,36.00,false
12488,5109,7,1,35.00,35.00,false
12489,5109,17,1,10.95,10.95,false
12490,5110,20,1,10.00,10.00,false
12491,5110,27,1,29.50,29.50,false
12492,5111,14,2,16.50,33.00,false
12493,5111,3,1,18.00,18.00,false
12494,5111,6,1,28.50,28.50,false
12495,5112,19,3,15.50,46.50,false
12496,5112,1,2,35.95,71.90,false
12497,5112,9,1,24.50,24.50,false
12498,5113,27,1,29.50,29.50,false
12499,5114,5,1,32.00,32.00,false
12500,5114,25,1,35.00,35.00,false
12501,5115,22,1,18.00,18.00,false
12502,5115,26,1,0.00,0.00,true
12503,5116,19,1,15.50,15.50,false
12504,5116,16,1,22.50,22.50,false
12505,5117,20,1,10.00,10.00,false
12506,5117,21,1,24.95,24.95,false
12507,5118,21,1,24.95,24.95,false
12508,5119,16,2,22.50,45.00,false
12509,5119,22,1,0.00,0.00,true
12510,5120,2,1,38.90,38.90,false
12511,5120,1,1,35.95,35.95,false
12512,5120,25,1,35.00,35.00,false
12513,5121,18,1,12.00,12.00,false
12514,5121,1,1,35.95,35.95,false
12515,5121,5,1,32.00,32.00,false
