id,cliente_id,restaurante_id,fecha_hora,monto_total,forma_pago
4964,275,4,2025-01-19 09:17:42,153.00,efectivo
4965,533,3,2025-01-19 09:31:08,77.95,efectivo
4966,18,3,2025-01-19 09:32:24,56.50,tarjeta
4967,725,3,2025-01-19 09:32:33,24.95,efectivo
4968,206,3,2025-01-19 09:38:05,24.50,efectivo
4969,35,6,2025-01-19 09:39:02,74.00,efectivo
4970,316,7,2025-01-19 09:40:07,128.85,tarjeta
4971,392,9,2025-01-19 09:42:59,15.50,efectivo
4972,392,1,2025-01-19 09:43:46,35.00,efectivo
4973,899,9,2025-01-19 09:44:13,74.40,tarjeta
4974,344,5,2025-01-19 09:44:56,41.00,efectivo
4975,566,3,2025-01-19 09:49:32,125.50,tarjeta
4976,520,8,2025-01-19 09:55:03,48.95,efectivo
4977,430,5,2025-01-19 09:59:39,171.85,efectivo
4978,390,8,2025-01-19 10:00:40,108.00,efectivo
4979,234,6,2025-01-19 10:02:38,57.95,tarjeta
4980,456,9,2025-01-19 10:06:55,40.00,efectivo
4981,574,10,2025-01-19 10:09:33,31.00,tarjeta
4982,414,6,2025-01-19 10:17:31,150.95,efectivo
4983,273,3,2025-01-19 10:19:28,126.35,tarjeta
4984,490,3,2025-01-19 10:22:23,203.30,tarjeta
4985,128,4,2025-01-19 10:23:56,18.00,tarjeta
4986,481,1,2025-01-19 10:40:59,89.95,efectivo
4987,350,3,2025-01-19 10:43:23,15.50,efectivo
4988,882,5,2025-01-19 10:43:30,51.85,tarjeta
4989,810,5,2025-01-19 10:44:54,126.70,tarjeta
4990,346,9,2025-01-19 10:51:03,10.00,tarjeta
4991,415,5,2025-01-19 10:53:50,10.00,tarjeta
4992,225,9,2025-01-19 11:04:27,130.50,tarjeta
4993,501,7,2025-01-19 11:05:04,169.80,tarjeta
4994,299,1,2025-01-19 11:09:53,39.50,efectivo
4995,285,1,2025-01-19 11:20:42,78.50,efectivo
4996,886,1,2025-01-19 11:21:31,24.50,tarjeta
4997,606,5,2025-01-19 11:21:34,0.00,tarjeta
4998,342,4,2025-01-19 11:27:06,42.50,tarjeta
4999,708,3,2025-01-19 11:29:25,0.00,tarjeta
5000,391,4,2025-01-19 11:35:28,90.95,efectivo
5001,330,4,2025-01-19 11:39:30,32.00,efectivo
5002,310,3,2025-01-19 11:44:15,70.90,efectivo
5003,998,9,2025-01-19 11:50:43,70.45,efectivo
5004,420,5,2025-01-19 11:54:17,26.00,efectivo
5005,221,6,2025-01-19 11:59:21,58.00,tarjeta
5006,645,7,2025-01-19 12:05:34,10.95,tarjeta
5007,660,3,2025-01-19 12:11:05,66.35,efectivo
5008,62,10,2025-01-19 12:18:38,10.95,efectivo
5009,838,6,2025-01-19 12:21:38,46.50,tarjeta
5010,264,10,2025-01-19 12:22:47,20.00,tarjeta
5011,458,5,2025-01-19 12:24:17,78.85,tarjeta
5012,617,1,2025-01-19 12:24:57,26.00,tarjeta
5013,97,10,2025-01-19 12:26:08,26.00,efectivo
5014,409,2,2025-01-19 12:26:26,50.50,tarjeta
5015,73,7,2025-01-19 12:28:53,52.00,tarjeta
5016,348,10,2025-01-19 12:31:35,86.00,tarjeta
5017,840,8,2025-01-19 12:32:02,70.95,tarjeta
5018,81,6,2025-01-19 12:51:27,195.90,efectivo
5019,576,6,2025-01-19 12:51:27,93.95,efectivo
5020,227,8,2025-01-19 12:54:01,35.95,tarjeta
5021,431,1,2025-01-19 12:56:10,56.00,tarjeta
5022,205,1,2025-01-19 12:58:14,104.95,tarjeta
5023,997,5,2025-01-19 12:58:17,42.95,efectivo
5024,658,1,2025-01-19 12:59:03,128.00,tarjeta
5025,635,3,2025-01-19 13:01:59,79.00,tarjeta
5026,411,10,2025-01-19 13:11:51,50.50,efectivo
5027,729,4,2025-01-19 13:16:15,71.95,tarjeta
5028,813,6,2025-01-19 13:17:43,45.95,efectivo
5029,157,7,2025-01-19 13:17:50,16.50,tarjeta
5030,203,8,2025-01-19 13:18:22,48.00,tarjeta
5031,529,1,2025-01-19 13:33:57,35.00,efectivo
5032,101,7,2025-01-19 13:34:58,27.45,tarjeta
5033,51,2,2025-01-19 13:37:56,101.95,efectivo
5034,467,6,2025-01-19 13:40:49,61.95,tarjeta
5035,299,6,2025-01-19 13:41:31,51.50,tarjeta
5036,685,1,2025-01-19 13:42:08,45.95,tarjeta
5037,354,2,2025-01-19 13:42:32,56.90,tarjeta
5038,735,8,2025-01-19 13:42:33,32.00,tarjeta
5039,971,10,2025-01-19 13:46:28,87.00,tarjeta
5040,285,4,2025-01-19 13:50:17,74.35,tarjeta
5041,418,1,2025-01-19 13:57:32,109.55,efectivo
5042,201,10,2025-01-19 14:04:49,42.45,tarjeta
5043,113,2,2025-01-19 14:05:45,38.90,efectivo
5044,35,7,2025-01-19 14:08:55,128.40,tarjeta
5045,209,9,2025-01-19 14:09:49,122.40,efectivo
5046,353,7,2025-01-19 14:15:14,36.00,tarjeta
5047,705,1,2025-01-19 14:17:49,35.00,efectivo
5048,841,7,2025-01-19 14:17:50,84.75,efectivo
5049,240,2,2025-01-19 14:30:59,45.95,tarjeta
5050,822,4,2025-01-19 14:34:47,246.70,tarjeta
5051,672,1,2025-01-19 14:38:22,78.95,efectivo
5052,354,2,2025-01-19 14:43:41,18.00,efectivo
5053,136,9,2025-01-19 14:44:57,75.50,tarjeta
5054,21,2,2025-01-19 14:46:43,0.00,efectivo
5055,619,4,2025-01-19 14:48:22,141.15,tarjeta
5056,118,9,2025-01-19 14:49:39,64.50,efectivo
5057,724,10,2025-01-19 14:50:47,66.30,tarjeta
5058,388,2,2025-01-19 14:59:32,29.50,efectivo
5059,529,8,2025-01-19 15:02:55,78.90,efectivo
5060,151,9,2025-01-19 15:03:29,30.00,tarjeta
5061,994,2,2025-01-19 15:03:53,108.15,tarjeta
5062,263,4,2025-01-19 15:05:51,12.00,efectivo
5063,22,3,2025-01-19 15:05:54,81.50,efectivo
5064,811,5,2025-01-19 15:06:57,109.90,efectivo
5065,726,7,2025-01-19 15:08:29,94.95,efectivo
5066,430,7,2025-01-19 15:26:20,105.95,tarjeta
5067,687,2,2025-01-19 15:28:38,44.35,tarjeta
5068,123,6,2025-01-19 15:35:45,163.75,efectivo
5069,715,3,2025-01-19 15:41:21,98.10,efectivo
5070,439,2,2025-01-19 15:44:16,70.00,efectivo
5071,892,6,2025-01-19 15:44:36,8.00,efectivo
5072,458,1,2025-01-19 15:50:21,123.95,efectivo
5073,299,5,2025-01-19 15:55:14,61.00,tarjeta
5074,925,2,2025-01-19 15:56:35,65.45,efectivo
5075,642,5,2025-01-19 16:06:26,50.90,tarjeta
5076,757,5,2025-01-19 16:07:29,65.45,tarjeta
5077,738,1,2025-01-19 16:16:59,90.60,tarjeta
5078,637,9,2025-01-19 16:17:28,94.95,efectivo
5079,338,3,2025-01-19 16:18:39,49.85,tarjeta
5080,788,8,2025-01-19 16:25:49,28.00,efectivo
5081,239,3,2025-01-19 16:37:19,88.45,efectivo
5082,393,6,2025-01-19 16:39:28,229.90,efectivo
5083,476,9,2025-01-19 16:44:05,99.95,efectivo
5084,248,5,2025-01-19 16:44:10,150.35,tarjeta
5085,996,7,2025-01-19 16:49:22,54.50,efectivo
5086,498,10,2025-01-19 17:08:12,73.90,efectivo
5087,460,1,2025-01-19 17:11:06,43.45,tarjeta
5088,487,1,2025-01-19 17:11:48,93.40,tarjeta
5089,726,8,2025-01-19 17:16:19,79.95,efectivo
5090,659,1,2025-01-19 17:17:05,99.45,tarjeta
5091,503,10,2025-01-19 17:19:25,50.00,tarjeta
5092,439,1,2025-01-19 17:21:36,44.95,efectivo
5093,61,3,2025-01-19 17:29:24,50.50,tarjeta
5094,716,6,2025-01-19 17:34:22,96.95,efectivo
5095,672,2,2025-01-19 17:35:30,161.30,efectivo
5096,841,10,2025-01-19 17:37:25,122.00,efectivo
5097,521,10,2025-01-19 17:38:59,10.00,tarjeta
5098,585,9,2025-01-19 17:43:35,57.90,efectivo
5099,608,4,2025-01-19 17:46:08,67.90,efectivo
5100,947,2,2025-01-19 17:46:17,10.00,efectivo
5101,42,10,2025-01-19 17:50:50,63.95,efectivo
5102,416,6,2025-01-19 17:55:00,100.45,tarjeta
5103,685,1,2025-01-19 17:56:30,54.50,tarjeta
5104,821,5,2025-01-19 17:56:51,64.80,tarjeta
5105,960,2,2025-01-19 17:58:52,12.00,efectivo
5106,354,5,2025-01-19 17:58:59,10.95,efectivo
5107,909,7,2025-01-19 18:07:10,76.95,tarjeta
5108,24,1,2025-01-19 18:07:39,30.35,tarjeta
5109,187,6,2025-01-19 18:10:20,81.95,efectivo
5110,439,3,2025-01-19 18:10:24,39.50,tarjeta
5111,389,1,2025-01-19 18:11:39,79.50,tarjeta
5112,157,10,2025-01-19 18:12:05,142.90,tarjeta
5113,35,10,2025-01-19 18:14:30,29.50,efectivo
5114,360,10,2025-01-19 18:15:12,67.00,efectivo
5115,19,9,2025-01-19 18:21:02,18.00,tarjeta
5116,896,4,2025-01-19 18:27:32,38.00,tarjeta
5117,56,5,2025-01-19 18:28:26,34.95,tarjeta
5118,61,8,2025-01-19 18:33:45,24.95,efectivo
5119,933,3,2025-01-19 18:34:47,45.00,efectivo
5120,22,9,2025-01-19 18:35:58,109.85,tarjeta
5121,532,1,2025-01-19 18:36:09,104.45,efectivo
5122,275,5,2025-01-19 18:37:18,98.50,tarjeta
5123,999,1,2025-01-19 18:39:34,68.50,efectivo
5124,637,4,2025-01-19 18:41:00,85.00,efectivo
5125,775,8,2025-01-19 18:50:41,55.90,efectivo
5126,855,5,2025-01-19 18:55:42,74.45,tarjeta
5127,768,6,2025-01-19 18:55:46,92.85,efectivo
5128,404,8,2025-01-19 19:10:46,107.80,efectivo
5129,624,1,2025-01-19 19:12:01,62.40,efectivo
5130,323,9,2025-01-19 19:14:32,72.45,tarjeta
5131,876,10,2025-01-19 19:15:07,169.40,tarjeta
5132,784,5,2025-01-19 19:16:05,8.00,tarjeta
5133,660,10,2025-01-19 19:16:18,118.45,efectivo
5134,117,9,2025-01-19 19:22:35,51.25,tarjeta
5135,886,1,2025-01-19 19:24:29,64.50,efectivo
5136,47,9,2025-01-19 19:24:55,19.95,efectivo
5137,690,9,2025-01-19 19:25:03,77.80,efectivo
5138,163,10,2025-01-19 19:36:02,38.90,efectivo
5139,570,4,2025-01-19 19:37:46,95.60,efectivo
5140,780,1,2025-01-19 19:37:46,112.65,tarjeta
5141,608,4,2025-01-19 19:49:52,133.90,efectivo
5142,113,7,2025-01-19 19:50:55,128.40,tarjeta
5143,140,2,2025-01-19 20:04:33,35.00,efectivo
5144,537,10,2025-01-19 20:14:46,35.95,tarjeta
5145,786,9,2025-01-19 20:15:44,70.90,tarjeta
5146,831,1,2025-01-19 20:15:54,82.90,tarjeta
5147,187,5,2025-01-19 20:18:22,42.45,tarjeta
5148,488,8,2025-01-19 20:26:21,35.00,efectivo
5149,50,7,2025-01-19 20:27:47,44.95,efectivo
5150,451,7,2025-01-19 20:27:48,92.85,efectivo
5151,420,9,2025-01-19 20:30:35,56.90,efectivo
5152,184,1,2025-01-19 20:34:34,68.00,efectivo
5153,205,7,2025-01-19 20:36:55,123.00,efectivo
5154,40,9,2025-01-19 20:42:04,29.50,efectivo
5155,823,9,2025-01-19 20:42:32,73.95,efectivo
5156,624,4,2025-01-19 20:43:47,0.00,efectivo
5157,429,5,2025-01-19 20:48:05,116.50,tarjeta
5158,958,4,2025-01-19 20:49:47,23.50,tarjeta
5159,279,1,2025-01-19 20:51:22,74.50,efectivo
5160,65,3,2025-01-19 21:00:04,97.50,efectivo
5161,167,8,2025-01-19 21:01:21,111.35,tarjeta
5162,219,7,2025-01-19 21:01:58,84.45,efectivo
5163,425,2,2025-01-19 21:10:16,230.70,tarjeta
5164,426,10,2025-01-19 21:15:32,87.40,tarjeta
5165,804,4,2025-01-19 21:16:16,103.40,efectivo
5166,271,8,2025-01-19 21:21:22,39.45,efectivo
5167,236,3,2025-01-19 21:26:56,103.90,efectivo
5168,747,7,2025-01-19 21:34:11,12.35,tarjeta
5169,665,5,2025-01-19 21:35:49,102.95,efectivo
5170,44,5,2025-01-19 21:51:11,36.95,tarjeta
5171,952,4,2025-01-19 21:52:17,56.45,tarjeta
5172,973,6,2025-01-19 21:54:41,88.90,tarjeta
5173,882,5,2025-01-19 21:55:27,89.95,tarjeta
5174,283,4,2025-01-19 21:58:25,42.95,tarjeta
5175,891,2,2025-01-19 22:09:32,49.45,efectivo
5176,822,8,2025-01-19 22:11:33,54.00,tarjeta
5177,634,6,2025-01-19 22:12:07,61.95,tarjeta
5178,360,1,2025-01-19 22:16:37,26.95,tarjeta
5179,22,5,2025-01-19 22:20:45,61.00,efectivo
5180,418,9,2025-01-19 22:32:56,127.25,efectivo
5181,933,8,2025-01-19 22:33:28,77.45,tarjeta
5182,857,6,2025-01-19 22:33:48,41.95,efectivo
5183,710,2,2025-01-19 22:40:17,90.00,efectivo
5184,226,6,2025-01-19 22:46:05,12.35,tarjeta
5185,24,10,2025-01-19 22:50:00,109.90,efectivo
5186,305,10,2025-01-19 22:50:40,12.35,efectivo
5187,616,1,2025-01-19 22:55:43,67.95,tarjeta
5188,227,1,2025-01-19 22:58:45,35.00,tarjeta
5189,337,10,2025-01-20 06:09:46,26.00,efectivo
5190,520,5,2025-01-20 06:15:41,55.50,efectivo
5191,148,10,2025-01-20 06:19:14,24.50,efectivo
5192,923,2,2025-01-20 06:21:52,71.00,efectivo
5193,239,2,2025-01-20 06:26:58,94.25,tarjeta
5194,484,7,2025-01-20 06:32:37,132.40,tarjeta
5195,957,4,2025-01-20 06:33:34,34.50,efectivo
5196,740,4,2025-01-20 06:39:09,73.45,tarjeta
5197,392,2,2025-01-20 06:55:55,35.45,efectivo
5198,292,5,2025-01-20 07:01:21,20.95,tarjeta
5199,42,6,2025-01-20 07:02:11,149.20,tarjeta
5200,624,1,2025-01-20 07:09:14,35.95,tarjeta
5201,704,10,2025-01-20 07:10:00,39.50,tarjeta
5202,895,3,2025-01-20 07:11:16,36.50,efectivo
5203,388,7,2025-01-20 07:16:35,83.30,tarjeta
5204,27,1,2025-01-20 07:16:36,61.45,efectivo
5205,150,1,2025-01-20 07:18:05,48.50,efectivo
5206,851,7,2025-01-20 07:21:22,35.00,tarjeta
5207,701,2,2025-01-20 07:21:40,112.00,tarjeta
5208,974,2,2025-01-20 07:33:50,42.45,tarjeta
5209,95,9,2025-01-20 07:34:21,31.00,efectivo
5210,712,8,2025-01-20 07:36:24,37.50,tarjeta
5211,176,8,2025-01-20 07:36:29,36.50,tarjeta
5212,386,3,2025-01-20 07:40:14,33.50,efectivo
5213,166,6,2025-01-20 07:40:59,68.50,efectivo
5214,233,6,2025-01-20 07:44:49,41.00,efectivo
5215,477,5,2025-01-20 07:48:51,10.95,tarjeta
5216,2,6,2025-01-20 07:50:32,86.45,tarjeta
5217,344,2,2025-01-20 07:51:24,38.50,tarjeta
5218,226,3,2025-01-20 07:59:13,36.95,tarjeta
5219,945,2,2025-01-20 08:03:12,219.35,tarjeta
5220,77,6,2025-01-20 08:03:30,95.90,efectivo
5221,107,1,2025-01-20 08:07:46,183.70,efectivo
5222,335,10,2025-01-20 08:08:41,51.25,efectivo
5223,452,1,2025-01-20 08:09:47,22.00,efectivo
5224,122,2,2025-01-20 08:11:06,61.45,efectivo
5225,116,9,2025-01-20 08:16:16,22.95,tarjeta
5226,152,6,2025-01-20 08:20:48,81.50,tarjeta
5227,295,9,2025-01-20 08:21:34,41.95,efectivo
5228,260,9,2025-01-20 08:23:01,24.50,tarjeta
5229,611,7,2025-01-20 08:26:17,24.95,tarjeta
5230,760,5,2025-01-20 08:28:00,104.45,efectivo
5231,818,7,2025-01-20 08:28:30,59.50,efectivo
5232,444,2,2025-01-20 08:31:56,88.45,tarjeta
5233,883,3,2025-01-20 08:33:15,127.30,efectivo
5234,781,4,2025-01-20 08:34:12,15.50,efectivo
5235,829,2,2025-01-20 08:34:43,84.70,efectivo
5236,321,8,2025-01-20 08:38:20,24.50,tarjeta
5237,105,2,2025-01-20 08:38:27,24.50,tarjeta
5238,361,10,2025-01-20 08:39:57,22.00,efectivo
5239,875,2,2025-01-20 08:45:11,120.95,efectivo
5240,27,8,2025-01-20 08:46:48,24.50,tarjeta
5241,822,10,2025-01-20 08:49:03,35.00,tarjeta
5242,547,6,2025-01-20 08:49:24,35.00,tarjeta
5243,651,4,2025-01-20 08:56:55,29.50,tarjeta
5244,367,4,2025-01-20 08:57:03,114.95,tarjeta
5245,666,10,2025-01-20 08:58:09,10.00,tarjeta
5246,796,5,2025-01-20 09:02:11,45.45,efectivo
5247,535,1,2025-01-20 09:02:28,45.95,tarjeta
5248,18,5,2025-01-20 09:09:10,10.00,tarjeta
5249,690,9,2025-01-20 09:10:21,85.95,efectivo
5250,753,8,2025-01-20 09:11:22,41.00,tarjeta
5251,133,10,2025-01-20 09:11:40,66.00,efectivo
5252,310,8,2025-01-20 09:17:41,119.00,efectivo
5253,665,8,2025-01-20 09:19:07,57.00,efectivo
5254,755,8,2025-01-20 09:25:20,22.00,efectivo
5255,780,5,2025-01-20 09:30:57,74.90,efectivo
5256,170,5,2025-01-20 09:32:53,65.00,tarjeta
5257,301,8,2025-01-20 09:36:35,173.90,tarjeta
5258,970,6,2025-01-20 09:42:00,108.00,tarjeta
5259,773,7,2025-01-20 09:44:07,36.50,efectivo
5260,901,8,2025-01-20 09:51:44,35.45,efectivo
5261,827,3,2025-01-20 09:55:57,77.00,tarjeta
5262,143,8,2025-01-20 10:03:08,52.00,efectivo
5263,503,9,2025-01-20 10:04:08,95.50,efectivo
5264,921,5,2025-01-20 10:07:10,79.50,tarjeta
5265,2,6,2025-01-20 10:10:54,59.90,tarjeta
5266,271,4,2025-01-20 10:11:11,53.00,efectivo
5267,90,7,2025-01-20 10:17:10,61.45,efectivo
5268,93,7,2025-01-20 10:17:31,12.00,efectivo
5269,33,8,2025-01-20 10:18:11,40.00,tarjeta
5270,790,6,2025-01-20 10:19:59,50.95,tarjeta
5271,446,2,2025-01-20 10:23:59,26.95,efectivo
5272,959,6,2025-01-20 10:34:24,35.95,tarjeta
5273,10,4,2025-01-20 10:36:00,0.00,efectivo
5274,852,3,2025-01-20 10:36:17,35.00,tarjeta
5275,550,4,2025-01-20 10:38:46,125.90,tarjeta
5276,996,6,2025-01-20 10:42:10,38.90,tarjeta
5277,378,3,2025-01-20 10:44:41,113.90,efectivo
5278,781,3,2025-01-20 10:46:38,57.95,efectivo
5279,899,1,2025-01-20 10:48:23,22.95,efectivo
5280,642,7,2025-01-20 10:52:17,94.80,tarjeta
5281,606,5,2025-01-20 10:52:25,18.00,tarjeta
5282,123,8,2025-01-20 10:56:38,50.50,tarjeta
5283,3,7,2025-01-20 10:57:17,74.95,tarjeta
5284,389,5,2025-01-20 10:59:56,83.00,efectivo
5285,806,10,2025-01-20 10:59:57,61.00,tarjeta
5286,238,10,2025-01-20 11:01:33,10.00,efectivo
5287,136,2,2025-01-20 11:02:18,86.45,efectivo
5288,775,5,2025-01-20 11:04:47,96.90,tarjeta
5289,829,6,2025-01-20 11:05:09,73.90,efectivo
5290,897,9,2025-01-20 11:09:45,64.45,tarjeta
5291,886,1,2025-01-20 11:14:57,53.00,efectivo
5292,539,7,2025-01-20 11:28:36,55.50,efectivo
5293,951,7,2025-01-20 11:28:53,53.00,tarjeta
5294,110,5,2025-01-20 11:32:42,28.50,efectivo
5295,328,2,2025-01-20 11:39:44,169.95,efectivo
5296,15,10,2025-01-20 11:43:41,111.25,efectivo
5297,16,9,2025-01-20 11:43:43,18.00,efectivo
5298,886,6,2025-01-20 11:44:12,107.95,tarjeta
5299,268,2,2025-01-20 11:50:58,118.95,tarjeta
5300,145,7,2025-01-20 11:52:24,124.90,efectivo
5301,352,1,2025-01-20 11:53:24,24.95,efectivo
5302,518,7,2025-01-20 12:05:53,12.35,efectivo
5303,487,5,2025-01-20 12:12:19,69.50,efectivo
5304,324,2,2025-01-20 12:16:46,44.95,tarjeta
5305,813,7,2025-01-20 12:17:55,26.00,tarjeta
5306,715,8,2025-01-20 12:20:09,58.00,tarjeta
5307,594,4,2025-01-20 12:27:06,29.50,efectivo
5308,714,9,2025-01-20 12:27:26,114.45,tarjeta
5309,721,2,2025-01-20 12:34:05,67.00,efectivo
5310,805,3,2025-01-20 12:41:17,56.90,efectivo
5311,289,3,2025-01-20 12:45:09,84.90,tarjeta
5312,528,2,2025-01-20 12:45:46,54.40,tarjeta
5313,743,4,2025-01-20 12:46:56,74.85,tarjeta
5314,560,2,2025-01-20 12:49:26,92.00,efectivo
5315,169,5,2025-01-20 12:52:13,28.50,tarjeta
5316,696,5,2025-01-20 12:56:42,79.00,tarjeta
5317,345,2,2025-01-20 12:59:17,82.50,efectivo
5318,458,7,2025-01-20 13:05:58,152.85,efectivo
5319,310,4,2025-01-20 13:07:33,8.00,tarjeta
5320,219,5,2025-01-20 13:07:57,35.95,tarjeta
5321,289,7,2025-01-20 13:10:16,35.00,tarjeta
5322,372,5,2025-01-20 13:11:00,245.55,tarjeta
5323,952,6,2025-01-20 13:15:35,77.50,efectivo
5324,466,3,2025-01-20 13:21:34,36.00,efectivo
5325,100,5,2025-01-20 13:22:15,10.95,efectivo
5326,929,5,2025-01-20 13:28:17,26.00,tarjeta
5327,856,9,2025-01-20 13:30:51,102.40,tarjeta
5328,977,1,2025-01-20 13:31:42,125.90,tarjeta
5329,752,3,2025-01-20 13:37:17,95.50,efectivo
5330,929,10,2025-01-20 13:38:01,59.95,efectivo
5331,897,7,2025-01-20 13:47:41,32.00,tarjeta
5332,255,5,2025-01-20 13:49:41,59.95,tarjeta
5333,234,9,2025-01-20 14:06:02,100.45,efectivo
5334,669,6,2025-01-20 14:06:51,26.00,tarjeta
5335,738,3,2025-01-20 14:09:27,90.15,efectivo
5336,285,10,2025-01-20 14:13:55,89.50,tarjeta
5337,886,7,2025-01-20 14:16:27,79.95,tarjeta
5338,802,1,2025-01-20 14:17:30,28.95,efectivo
5339,226,4,2025-01-20 14:19:08,32.95,efectivo
5340,451,2,2025-01-20 14:20:24,149.50,tarjeta
5341,236,6,2025-01-20 14:23:35,112.90,efectivo
5342,566,1,2025-01-20 14:46:14,119.90,tarjeta
5343,37,5,2025-01-20 14:51:03,112.50,efectivo
5344,560,2,2025-01-20 14:51:18,22.50,tarjeta
5345,496,8,2025-01-20 14:51:29,35.00,tarjeta
5346,3,7,2025-01-20 14:58:10,198.70,tarjeta
5347,363,10,2025-01-20 15:06:07,35.95,tarjeta
5348,603,4,2025-01-20 15:09:47,32.00,efectivo
5349,641,10,2025-01-20 15:10:32,53.95,efectivo
5350,349,9,2025-01-20 15:15:08,15.50,efectivo
5351,271,7,2025-01-20 15:41:36,35.00,efectivo
5352,532,5,2025-01-20 15:46:41,70.00,tarjeta
5353,687,3,2025-01-20 15:46:48,230.60,tarjeta
5354,24,4,2025-01-20 15:53:24,124.90,efectivo
5355,391,9,2025-01-20 15:53:57,104.40,tarjeta
5356,418,2,2025-01-20 16:00:09,120.25,tarjeta
5357,561,9,2025-01-20 16:00:12,79.95,tarjeta
5358,50,8,2025-01-20 16:00:17,126.00,tarjeta
5359,448,4,2025-01-20 16:03:48,10.95,efectivo
5360,331,2,2025-01-20 16:10:50,125.90,efectivo
5361,382,3,2025-01-20 16:17:58,160.90,tarjeta
5362,180,7,2025-01-20 16:28:45,95.90,efectivo
5363,950,1,2025-01-20 16:31:41,22.50,tarjeta
5364,627,8,2025-01-20 16:34:32,128.80,efectivo
5365,797,8,2025-01-20 16:47:41,183.00,efectivo
5366,168,6,2025-01-20 16:49:04,168.50,tarjeta
5367,226,6,2025-01-20 16:53:21,93.00,efectivo
5368,52,1,2025-01-20 16:53:44,46.00,tarjeta
5369,17,8,2025-01-20 16:56:14,67.40,tarjeta
5370,634,2,2025-01-20 17:11:33,111.00,tarjeta
5371,738,6,2025-01-20 17:15:39,147.40,efectivo
5372,51,7,2025-01-20 17:26:36,140.00,tarjeta
5373,806,3,2025-01-20 17:28:24,96.95,tarjeta
5374,620,6,2025-01-20 17:40:36,79.00,tarjeta
5375,37,6,2025-01-20 17:54:16,116.90,tarjeta
5376,159,2,2025-01-20 18:03:44,43.00,tarjeta
5377,501,2,2025-01-20 18:03:46,106.85,tarjeta
5378,871,8,2025-01-20 18:13:46,28.50,tarjeta
5379,576,2,2025-01-20 18:14:07,26.00,efectivo
5380,316,2,2025-01-20 18:20:20,26.00,tarjeta
5381,487,9,2025-01-20 18:25:04,70.00,tarjeta
5382,67,7,2025-01-20 18:36:33,82.45,efectivo
5383,577,3,2025-01-20 18:47:34,50.95,tarjeta
5384,136,8,2025-01-20 18:49:47,28.00,efectivo
5385,324,2,2025-01-20 18:50:09,70.00,efectivo
5386,596,5,2025-01-20 18:50:18,58.00,tarjeta
5387,624,7,2025-01-20 18:52:42,16.50,efectivo
5388,704,3,2025-01-20 18:53:42,102.40,tarjeta
5389,211,4,2025-01-20 19:04:05,126.45,efectivo
5390,57,3,2025-01-20 19:05:59,82.95,efectivo
5391,110,10,2025-01-20 19:06:27,93.00,efectivo
5392,157,10,2025-01-20 19:15:53,232.70,tarjeta
5393,52,10,2025-01-20 19:16:47,26.00,efectivo
5394,824,4,2025-01-20 19:18:38,174.40,tarjeta
5395,951,7,2025-01-20 19:22:09,28.50,tarjeta
5396,320,1,2025-01-20 19:25:14,77.35,efectivo
5397,466,5,2025-01-20 19:46:52,88.00,efectivo
5398,556,7,2025-01-20 19:48:07,142.95,tarjeta
5399,718,1,2025-01-20 19:57:27,63.45,efectivo
5400,413,1,2025-01-20 20:02:07,54.95,tarjeta
5401,57,2,2025-01-20 20:02:47,44.00,tarjeta
5402,721,5,2025-01-20 20:06:53,78.35,efectivo
5403,663,4,2025-01-20 20:08:45,182.40,tarjeta
5404,193,10,2025-01-20 20:09:19,75.00,tarjeta
5405,525,5,2025-01-20 20:11:29,83.90,efectivo
5406,857,7,2025-01-20 20:16:51,56.95,tarjeta
5407,925,3,2025-01-20 20:17:35,0.00,tarjeta
5408,277,3,2025-01-20 20:25:21,44.35,tarjeta
5409,382,6,2025-01-20 20:25:23,48.70,tarjeta
5410,426,10,2025-01-20 20:33:00,67.30,efectivo
5411,532,1,2025-01-20 20:39:31,92.85,efectivo
5412,622,2,2025-01-20 20:44:36,110.50,tarjeta
5413,596,4,2025-01-20 20:49:39,43.00,efectivo
5414,386,7,2025-01-20 20:53:02,22.00,tarjeta
5415,726,3,2025-01-20 20:58:30,118.00,efectivo
5416,392,6,2025-01-20 20:59:09,22.00,efectivo
5417,360,2,2025-01-20 21:10:01,97.50,efectivo
5418,258,7,2025-01-20 21:11:57,22.50,tarjeta
5419,442,5,2025-01-20 21:21:43,35.95,tarjeta
5420,221,2,2025-01-20 21:25:48,63.50,efectivo
5421,53,9,2025-01-20 21:28:04,38.90,tarjeta
5422,283,8,2025-01-20 21:28:49,150.25,tarjeta
5423,925,8,2025-01-20 21:28:50,54.50,efectivo
5424,943,10,2025-01-20 21:36:42,55.50,efectivo
5425,580,8,2025-01-20 21:37:08,36.95,efectivo
5426,837,3,2025-01-20 21:40:59,160.00,efectivo
5427,897,9,2025-01-20 21:46:02,29.50,tarjeta
5428,511,1,2025-01-20 21:49:40,69.95,efectivo
5429,802,8,2025-01-20 22:15:54,42.95,tarjeta
5430,30,8,2025-01-20 22:17:38,47.00,efectivo
5431,845,4,2025-01-20 22:19:36,19.95,tarjeta
5432,75,3,2025-01-20 22:23:04,51.50,efectivo
5433,480,10,2025-01-20 22:25:36,35.00,efectivo
5434,737,3,2025-01-20 22:27:52,66.95,tarjeta
5435,754,9,2025-01-20 22:28:46,68.50,tarjeta
5436,114,7,2025-01-20 22:34:54,34.00,tarjeta
