date,exchange_rate_usd_gtq,official_super_gtq,official_regular_gtq,official_diesel_gtq
2022-08-03,7.73292,32.37,31.47,29.37
2022-08-04,7.7333,32.37,31.47,29.37
2022-08-05,7.73337,32.37,31.47,29.37
2022-08-06,7.73337,32.37,31.47,29.37
2022-08-07,7.73337,32.37,31.47,29.37
2022-08-08,7.72989,32.37,31.47,29.37
2022-08-09,7.7258,35.64,34.75,33.98
2022-08-10,7.73248,35.64,34.75,33.98
2022-08-11,7.73132,35.64,34.75,33.98
2022-08-12,7.734,35.64,34.75,33.98
2022-08-13,7.734,35.64,34.75,33.98
2022-08-14,7.734,35.64,34.75,33.98
2022-08-15,7.734,35.64,34.75,33.98
2022-08-16,7.72649,36.32,35.39,35.1
2022-08-17,7.72851,36.32,35.39,35.1
2022-08-18,7.73095,36.32,35.39,35.1
2022-08-19,7.7278,36.32,35.39,35.1
2022-08-20,7.7278,36.32,35.39,35.1
2022-08-21,7.7278,36.32,35.39,35.1
2022-08-22,7.72716,36.32,35.39,35.1
2022-08-23,7.72815,35.65,34.72,35.8
2022-08-24,7.73053,35.65,34.72,35.8
2022-08-25,7.7338,35.65,34.72,35.8
2022-08-26,7.73368,35.65,34.72,35.8
2022-08-27,7.73368,35.65,34.72,35.8
2022-08-28,7.73368,35.65,34.72,35.8
2022-08-29,7.73147,35.65,34.72,35.8
2022-08-30,7.73099,35.55,34.62,35.19
2022-08-31,7.73819,35.55,34.62,35.19
2022-09-01,7.7408,35.55,34.62,35.19
2022-09-02,7.74268,35.55,34.62,35.19
2022-09-03,7.74268,35.55,34.62,35.19
2022-09-04,7.74268,35.55,34.62,35.19
2022-09-05,7.74108,34.49,33.58,32.24
2022-09-06,7.75755,34.49,33.58,32.24
2022-09-07,7.75842,34.49,33.58,32.24
2022-09-08,7.77893,34.49,33.58,32.24
2022-09-09,7.79688,34.49,33.58,32.24
2022-09-10,7.79688,34.49,33.58,32.24
2022-09-11,7.79688,34.49,33.58,32.24
2022-09-12,7.78774,34.16,33.24,31.41
2022-09-13,7.78898,34.16,33.24,31.41
2022-09-14,7.79585,34.16,33.24,31.41
2022-09-15,7.79585,34.16,33.24,31.41
2022-09-16,7.79626,34.16,33.24,31.41
2022-09-17,7.79626,34.16,33.24,31.41
2022-09-18,7.79626,34.16,33.24,31.41
2022-09-19,7.79986,34.12,33.22,30.0
2022-09-20,7.80091,34.12,33.22,30.0
2022-09-21,7.81384,34.12,33.22,30.0
2022-09-22,7.82975,34.12,33.22,30.0
2022-09-23,7.842,34.12,33.22,30.0
2022-09-24,7.842,34.12,33.22,30.0
2022-09-25,7.842,34.12,33.22,30.0
2022-09-26,7.84218,34.18,33.28,29.16
2022-09-27,7.84578,34.18,33.28,29.16
2022-09-28,7.85501,34.18,33.28,29.16
2022-09-29,7.86284,34.18,33.28,29.16
2022-09-30,7.88368,34.18,33.28,29.16
2022-10-01,7.88368,34.18,33.28,29.16
2022-10-02,7.88368,34.18,33.28,29.16
2022-10-03,7.89856,34.16,33.27,32.33
2022-10-04,7.90963,34.16,33.27,32.33
2022-10-05,7.91233,34.16,33.27,32.33
2022-10-06,7.9026,35.19,34.29,35.89
2022-10-07,7.89334,35.19,34.29,35.89
2022-10-08,7.89334,35.19,34.29,35.89
2022-10-09,7.89334,35.19,34.29,35.89
2022-10-10,7.87662,36.92,35.99,38.46
2022-10-11,7.8757,36.92,35.99,38.46
2022-10-12,7.8757,36.92,35.99,38.46
2022-10-13,7.86625,36.92,35.99,38.46
2022-10-14,7.86252,36.92,35.99,38.46
2022-10-15,7.86252,36.92,35.99,38.46
2022-10-16,7.86252,36.92,35.99,38.46
2022-10-17,7.85768,37.14,36.23,41.27
2022-10-18,7.85275,37.14,36.23,41.27
2022-10-19,7.85157,37.14,36.23,41.27
2022-10-20,7.85157,37.14,36.23,41.27
2022-10-21,7.84831,37.14,36.23,41.27
2022-10-22,7.84831,37.14,36.23,41.27
2022-10-23,7.84831,37.14,36.23,41.27
2022-10-24,7.84248,37.17,36.27,41.25
2022-10-25,7.84511,37.17,36.27,41.25
2022-10-26,7.84399,37.17,36.27,41.25
2022-10-27,7.83655,37.17,36.27,41.25
2022-10-28,7.83772,37.17,36.27,41.25
2022-10-29,7.83772,37.17,36.27,41.25
2022-10-30,7.83772,37.17,36.27,41.25
2022-10-31,7.82857,37.17,36.27,41.25
2022-11-01,7.82857,37.17,36.27,41.25
2022-11-02,7.82497,36.75,35.57,39.9
2022-11-03,7.82784,36.75,35.57,39.9
2022-11-04,7.82196,36.75,35.57,39.9
2022-11-05,7.82196,36.75,35.57,39.9
2022-11-06,7.82196,36.75,35.57,39.9
2022-11-07,7.81898,36.7,35.5,39.82
2022-11-08,7.81314,36.7,35.5,39.82
2022-11-09,7.81259,36.7,35.5,39.82
2022-11-10,7.8116,36.7,35.5,39.82
2022-11-11,7.80692,36.7,35.5,39.82
2022-11-12,7.80692,36.7,35.5,39.82
2022-11-13,7.80692,36.7,35.5,39.82
2022-11-14,7.80536,37.37,35.87,40.59
2022-11-15,7.79823,37.37,35.87,40.59
2022-11-16,7.79839,37.37,35.87,40.59
2022-11-17,7.79936,37.37,35.87,40.59
2022-11-18,7.79773,37.37,35.87,40.59
2022-11-19,7.79773,37.37,35.87,40.59
2022-11-20,7.79773,37.37,35.87,40.59
2022-11-21,7.79372,36.14,34.54,38.17
2022-11-22,7.80497,36.14,34.54,38.17
2022-11-23,7.81468,36.14,34.54,38.17
2022-11-24,7.8183,36.14,34.54,38.17
2022-11-25,7.82619,36.14,34.54,38.17
2022-11-26,7.82619,36.14,34.54,38.17
2022-11-27,7.82619,36.14,34.54,38.17
2022-11-28,7.81998,34.94,33.32,35.96
2022-11-29,7.82766,34.94,33.32,35.96
2022-11-30,7.84134,34.94,33.32,35.96
2022-12-01,7.84143,34.94,33.32,35.96
2022-12-02,7.85875,34.94,33.32,35.96
2022-12-03,7.85875,34.94,33.32,35.96
2022-12-04,7.85875,34.94,33.32,35.96
2022-12-05,7.87534,34.5,32.9,35.58
2022-12-06,7.90912,34.5,32.9,35.58
2022-12-07,7.93024,34.5,32.9,35.58
2022-12-08,7.90901,34.5,32.9,35.58
2022-12-09,7.89634,34.5,32.9,35.58
2022-12-10,7.89634,34.5,32.9,35.58
2022-12-11,7.89634,34.5,32.9,35.58
2022-12-12,7.88174,33.98,32.39,34.8
2022-12-13,7.87402,33.98,32.39,34.8
2022-12-14,7.87702,33.98,32.39,34.8
2022-12-15,7.86627,33.98,32.39,34.8
2022-12-16,7.86912,33.98,32.39,34.8
2022-12-17,7.86912,33.98,32.39,34.8
2022-12-18,7.86912,33.98,32.39,34.8
2022-12-19,7.85836,33.48,31.96,33.95
2022-12-20,7.85599,33.48,31.96,33.95
2022-12-21,7.85419,33.48,31.96,33.95
2022-12-22,7.85527,33.48,31.96,33.95
2022-12-23,7.84914,33.48,31.96,33.95
2022-12-24,7.84914,33.48,31.96,33.95
2022-12-25,7.84914,33.48,31.96,33.95
2022-12-26,7.84914,33.48,31.96,33.95
2022-12-27,7.84739,32.55,30.99,33.75
2022-12-28,7.85028,32.55,30.99,33.75
2022-12-29,7.85222,32.55,30.99,33.75
2022-12-30,7.85222,32.55,30.99,33.75
2022-12-31,7.85222,32.55,30.99,33.75
2023-01-01,7.85222,32.55,30.99,33.75
2023-01-02,7.85222,32.55,30.99,33.75
2023-01-03,7.84773,32.56,31.42,35.31
2023-01-04,7.84906,32.56,31.42,35.31
2023-01-05,7.85221,32.56,31.42,35.31
2023-01-06,7.84856,32.56,31.42,35.31
2023-01-07,7.84856,32.56,31.42,35.31
2023-01-08,7.84856,32.56,31.42,35.31
2023-01-09,7.84628,33.0,31.6,35.98
2023-01-10,7.84395,33.0,31.6,35.98
2023-01-11,7.8488,33.0,31.6,35.98
2023-01-12,7.85,33.0,31.6,35.98
2023-01-13,7.84942,33.0,31.6,35.98
2023-01-14,7.84942,33.0,31.6,35.98
2023-01-15,7.84942,33.0,31.6,35.98
2023-01-16,7.84319,33.96,32.58,35.96
2023-01-17,7.84762,33.96,32.58,35.96
2023-01-18,7.84834,33.96,32.58,35.96
2023-01-19,7.85007,33.96,32.58,35.96
2023-01-20,7.85078,33.96,32.58,35.96
2023-01-21,7.85078,33.96,32.58,35.96
2023-01-22,7.85078,33.96,32.58,35.96
2023-01-23,7.84295,35.02,33.63,35.54
2023-01-24,7.84379,35.02,33.63,35.54
2023-01-25,7.84883,35.02,33.63,35.54
2023-01-26,7.85069,35.02,33.63,35.54
2023-01-27,7.85212,35.02,33.63,35.54
2023-01-28,7.85212,35.02,33.63,35.54
2023-01-29,7.85212,35.02,33.63,35.54
2023-01-30,7.84886,35.66,34.26,36.18
2023-01-31,7.84855,35.66,34.26,36.18
2023-02-01,7.84957,35.66,34.26,36.18
2023-02-02,7.84667,35.66,34.26,36.18
2023-02-03,7.84714,35.66,34.26,36.18
2023-02-04,7.84714,35.66,34.26,36.18
2023-02-05,7.84714,35.66,34.26,36.18
2023-02-06,7.84306,34.94,33.49,35.29
2023-02-07,7.84298,34.94,33.49,35.29
2023-02-08,7.84282,34.94,33.49,35.29
2023-02-09,7.84208,34.94,33.49,35.29
2023-02-10,7.83792,34.94,33.49,35.29
2023-02-11,7.83792,34.94,33.49,35.29
2023-02-12,7.83792,34.94,33.49,35.29
2023-02-13,7.83567,34.23,32.74,33.54
2023-02-14,7.83256,34.23,32.74,33.54
2023-02-15,7.8313,34.23,32.74,33.54
2023-02-16,7.82864,34.23,32.74,33.54
2023-02-17,7.82638,34.23,32.74,33.54
2023-02-18,7.82638,34.23,32.74,33.54
2023-02-19,7.82638,34.23,32.74,33.54
2023-02-20,7.81821,33.74,32.24,32.14
2023-02-21,7.82129,33.74,32.24,32.14
2023-02-22,7.81596,33.74,32.24,32.14
2023-02-23,7.81696,33.74,32.24,32.14
2023-02-24,7.8179,33.74,32.24,32.14
2023-02-25,7.8179,33.74,32.24,32.14
2023-02-26,7.8179,33.74,32.24,32.14
2023-02-27,7.81549,33.33,31.84,31.11
2023-02-28,7.81493,33.33,31.84,31.11
2023-03-01,7.81525,33.33,31.84,31.11
2023-03-02,7.81859,33.33,31.84,31.11
2023-03-03,7.81359,33.33,31.84,31.11
2023-03-04,7.81359,33.33,31.84,31.11
2023-03-05,7.81359,33.33,31.84,31.11
2023-03-06,7.81199,33.3,31.8,31.0
2023-03-07,7.80397,33.3,31.8,31.0
2023-03-08,7.80973,33.3,31.8,31.0
2023-03-09,7.80754,33.3,31.8,31.0
2023-03-10,7.80715,33.3,31.8,31.0
2023-03-11,7.80715,33.3,31.8,31.0
2023-03-12,7.80715,33.3,31.8,31.0
2023-03-13,7.79947,33.77,32.18,31.01
2023-03-14,7.79731,33.77,32.18,31.01
2023-03-15,7.79834,33.77,32.18,31.01
2023-03-16,7.80412,33.77,32.18,31.01
2023-03-17,7.80243,33.77,32.18,31.01
2023-03-18,7.80243,33.77,32.18,31.01
2023-03-19,7.80243,33.77,32.18,31.01
2023-03-20,7.79631,33.04,31.45,30.63
2023-03-21,7.79352,33.04,31.45,30.63
2023-03-22,7.80256,33.04,31.45,30.63
2023-03-23,7.80387,33.04,31.45,30.63
2023-03-24,7.80518,33.04,31.45,30.63
2023-03-25,7.80518,33.04,31.45,30.63
2023-03-26,7.80518,33.04,31.45,30.63
2023-03-27,7.79869,33.49,31.88,30.01
2023-03-28,7.79912,33.49,31.88,30.01
2023-03-29,7.80317,33.49,31.88,30.01
2023-03-30,7.80234,33.49,31.88,30.01
2023-03-31,7.80335,33.49,31.88,30.01
2023-04-01,7.80335,33.49,31.88,30.01
2023-04-02,7.80335,33.49,31.88,30.01
2023-04-03,7.79691,34.46,32.86,30.02
2023-04-04,7.79431,34.46,32.86,30.02
2023-04-05,7.79329,34.46,32.86,30.02
2023-04-06,7.79329,34.46,32.86,30.02
2023-04-07,7.79329,34.46,32.86,30.02
2023-04-08,7.79329,34.46,32.86,30.02
2023-04-09,7.79329,34.46,32.86,30.02
2023-04-10,7.79921,34.99,33.4,30.0
2023-04-11,7.79501,34.99,33.4,30.0
2023-04-12,7.79866,34.99,33.4,30.0
2023-04-13,7.79625,34.99,33.4,30.0
2023-04-14,7.80261,34.99,33.4,30.0
2023-04-15,7.80261,34.99,33.4,30.0
2023-04-16,7.80261,34.99,33.4,30.0
2023-04-17,7.8006,35.98,34.36,29.78
2023-04-18,7.7967,35.98,34.36,29.78
2023-04-19,7.79898,35.98,34.36,29.78
2023-04-20,7.79925,35.98,34.36,29.78
2023-04-21,7.79964,35.98,34.36,29.78
2023-04-22,7.79964,35.98,34.36,29.78
2023-04-23,7.79964,35.98,34.36,29.78
2023-04-24,7.79702,35.91,34.31,29.32
2023-04-25,7.79572,35.91,34.31,29.32
2023-04-26,7.80198,35.91,34.31,29.32
2023-04-27,7.80424,35.91,34.31,29.32
2023-04-28,7.80826,35.91,34.31,29.32
2023-04-29,7.80826,35.91,34.31,29.32
2023-04-30,7.80826,35.91,34.31,29.32
2023-05-01,7.80826,35.91,34.31,29.32
2023-05-02,7.80055,35.08,33.46,28.43
2023-05-03,7.80673,35.08,33.46,28.43
2023-05-04,7.80938,35.08,33.46,28.43
2023-05-05,7.80739,35.08,33.46,28.43
2023-05-06,7.80739,35.08,33.46,28.43
2023-05-07,7.80739,35.08,33.46,28.43
2023-05-08,7.8028,34.31,32.8,27.68
2023-05-09,7.80568,34.31,32.8,27.68
2023-05-10,7.80601,34.31,32.8,27.68
2023-05-11,7.80379,34.31,32.8,27.68
2023-05-12,7.80649,34.31,32.8,27.68
2023-05-13,7.80649,34.31,32.8,27.68
2023-05-14,7.80649,34.31,32.8,27.68
2023-05-15,7.80223,33.49,31.98,27.02
2023-05-16,7.80323,33.49,31.98,27.02
2023-05-17,7.80156,33.49,31.98,27.02
2023-05-18,7.80495,33.49,31.98,27.02
2023-05-19,7.80399,33.49,31.98,27.02
2023-05-20,7.80399,33.49,31.98,27.02
2023-05-21,7.80399,33.49,31.98,27.02
2023-05-22,7.80453,33.35,31.97,27.01
2023-05-23,7.80354,33.35,31.97,27.01
2023-05-24,7.80974,33.35,31.97,27.01
2023-05-25,7.81685,33.35,31.97,27.01
2023-05-26,7.82145,33.35,31.97,27.01
2023-05-27,7.82145,33.35,31.97,27.01
2023-05-28,7.82145,33.35,31.97,27.01
2023-05-29,7.82029,33.3,31.99,27.0
2023-05-30,7.82886,33.3,31.99,27.0
2023-05-31,7.83014,33.3,31.99,27.0
2023-06-01,7.8366,33.3,31.99,27.0
2023-06-02,7.83809,33.3,31.99,27.0
2023-06-03,7.83809,33.3,31.99,27.0
2023-06-04,7.83809,33.3,31.99,27.0
2023-06-05,7.82959,33.3,31.97,26.56
2023-06-06,7.82919,33.3,31.97,26.56
2023-06-07,7.83743,33.3,31.97,26.56
2023-06-08,7.83755,33.3,31.97,26.56
2023-06-09,7.83852,33.3,31.97,26.56
2023-06-10,7.83852,33.3,31.97,26.56
2023-06-11,7.83852,33.3,31.97,26.56
2023-06-12,7.83317,33.1,31.78,26.3
2023-06-13,7.83321,33.1,31.78,26.3
2023-06-14,7.83379,33.1,31.78,26.3
2023-06-15,7.83909,33.1,31.78,26.3
2023-06-16,7.83924,33.1,31.78,26.3
2023-06-17,7.83924,33.1,31.78,26.3
2023-06-18,7.83924,33.1,31.78,26.3
2023-06-19,7.83373,33.08,31.79,26.25
2023-06-20,7.84215,33.08,31.79,26.25
2023-06-21,7.8377,33.08,31.79,26.25
2023-06-22,7.83963,33.08,31.79,26.25
2023-06-23,7.84308,33.08,31.79,26.25
2023-06-24,7.84308,33.08,31.79,26.25
2023-06-25,7.84308,33.08,31.79,26.25
2023-06-26,7.83445,33.08,31.79,26.25
2023-06-27,7.84069,34.16,32.66,27.0
2023-06-28,7.84326,34.16,32.66,27.0
2023-06-29,7.84576,34.16,32.66,27.0
2023-06-30,7.84576,34.16,32.66,27.0
2023-07-01,7.84576,34.16,32.66,27.0
2023-07-02,7.84576,34.16,32.66,27.0
2023-07-03,7.84576,34.16,32.66,27.0
2023-07-04,7.84107,33.52,32.01,26.97
2023-07-05,7.84545,33.52,32.01,26.97
2023-07-06,7.84564,33.52,32.01,26.97
2023-07-07,7.84717,33.52,32.01,26.97
2023-07-08,7.84717,33.52,32.01,26.97
2023-07-09,7.84717,33.52,32.01,26.97
2023-07-10,7.84097,33.51,32.01,26.96
2023-07-11,7.84161,33.51,32.01,26.96
2023-07-12,7.8457,33.51,32.01,26.96
2023-07-13,7.84314,33.51,32.01,26.96
2023-07-14,7.84812,33.51,32.01,26.96
2023-07-15,7.84812,33.51,32.01,26.96
2023-07-16,7.84812,33.51,32.01,26.96
2023-07-17,7.84281,33.78,32.28,27.47
2023-07-18,7.84349,33.78,32.28,27.47
2023-07-19,7.84612,33.78,32.28,27.47
2023-07-20,7.84814,33.78,32.28,27.47
2023-07-21,7.84913,33.78,32.28,27.47
2023-07-22,7.84913,33.78,32.28,27.47
2023-07-23,7.84913,33.78,32.28,27.47
2023-07-24,7.84918,34.78,33.28,28.47
2023-07-25,7.84857,34.78,33.28,28.47
2023-07-26,7.85244,34.78,33.28,28.47
2023-07-27,7.86393,34.78,33.28,28.47
2023-07-28,7.86955,34.78,33.28,28.47
2023-07-29,7.86955,34.78,33.28,28.47
2023-07-30,7.86955,34.78,33.28,28.47
2023-07-31,7.86893,36.28,34.77,29.68
2023-08-01,7.86466,36.28,34.77,29.68
2023-08-02,7.86984,36.28,34.77,29.68
2023-08-03,7.86853,36.28,34.77,29.68
2023-08-04,7.86956,36.28,34.77,29.68
2023-08-05,7.86956,36.28,34.77,29.68
2023-08-06,7.86956,36.28,34.77,29.68
2023-08-07,7.86202,37.47,35.97,30.97
2023-08-08,7.86093,37.47,35.97,30.97
2023-08-09,7.86111,37.47,35.97,30.97
2023-08-10,7.86178,37.47,35.97,30.97
2023-08-11,7.8577,37.47,35.97,30.97
2023-08-12,7.8577,37.47,35.97,30.97
2023-08-13,7.8577,37.47,35.97,30.97
2023-08-14,7.85084,37.47,35.97,31.89
2023-08-15,7.85084,37.47,35.97,31.89
2023-08-16,7.84999,37.47,35.97,31.89
2023-08-17,7.85065,37.47,35.97,31.89
2023-08-18,7.85081,37.47,35.97,31.89
2023-08-19,7.85081,37.47,35.97,31.89
2023-08-20,7.85081,37.47,35.97,31.89
2023-08-21,7.8485,37.47,35.97,31.89
2023-08-22,7.8476,37.16,35.66,31.65
2023-08-23,7.8527,37.16,35.66,31.65
2023-08-24,7.86094,37.16,35.66,31.65
2023-08-25,7.86352,37.16,35.66,31.65
2023-08-26,7.86352,37.16,35.66,31.65
2023-08-27,7.86352,37.16,35.66,31.65
2023-08-28,7.86209,37.26,35.76,32.9
2023-08-29,7.86456,37.26,35.76,32.9
2023-08-30,7.86564,37.26,35.76,32.9
2023-08-31,7.87154,37.26,35.76,32.9
2023-09-01,7.87138,37.26,35.76,32.9
2023-09-02,7.87138,37.26,35.76,32.9
2023-09-03,7.87138,37.26,35.76,32.9
2023-09-04,7.86255,37.28,35.77,32.82
2023-09-05,7.87296,37.28,35.77,32.82
2023-09-06,7.86522,37.28,35.77,32.82
2023-09-07,7.86869,37.28,35.77,32.82
2023-09-08,7.87425,37.28,35.77,32.82
2023-09-09,7.87425,37.28,35.77,32.82
2023-09-10,7.87425,37.28,35.77,32.82
2023-09-11,7.86798,36.91,35.42,32.52
2023-09-12,7.86925,36.91,35.42,32.52
2023-09-13,7.87316,36.91,35.42,32.52
2023-09-14,7.87117,36.91,35.42,32.52
2023-09-15,7.87117,36.91,35.42,32.52
2023-09-16,7.87117,36.91,35.42,32.52
2023-09-17,7.87117,36.91,35.42,32.52
2023-09-18,7.8674,36.88,35.4,33.91
2023-09-19,7.8655,36.88,35.4,33.91
2023-09-20,7.86598,36.88,35.4,33.91
2023-09-21,7.86641,36.88,35.4,33.91
2023-09-22,7.86623,36.88,35.4,33.91
2023-09-23,7.86623,36.88,35.4,33.91
2023-09-24,7.86623,36.88,35.4,33.91
2023-09-25,7.86259,37.31,35.82,34.6
2023-09-26,7.85984,37.31,35.82,34.6
2023-09-27,7.86021,37.31,35.82,34.6
2023-09-28,7.85906,37.31,35.82,34.6
2023-09-29,7.85833,37.31,35.82,34.6
2023-09-30,7.85833,37.31,35.82,34.6
2023-10-01,7.85833,37.31,35.82,34.6
2023-10-02,7.85164,36.62,35.12,34.42
2023-10-03,7.84984,36.62,35.12,34.42
2023-10-04,7.85072,36.62,35.12,34.42
2023-10-05,7.84522,36.62,35.12,34.42
2023-10-06,7.84518,36.62,35.12,34.42
2023-10-07,7.84518,36.62,35.12,34.42
2023-10-08,7.84518,36.62,35.12,34.42
2023-10-09,7.84317,35.66,34.16,33.96
2023-10-10,7.85032,35.66,34.16,33.96
2023-10-11,7.84107,35.66,34.16,33.96
2023-10-12,7.84107,35.66,34.16,33.96
2023-10-13,7.84314,35.66,34.16,33.96
2023-10-14,7.84314,35.66,34.16,33.96
2023-10-15,7.84314,35.66,34.16,33.96
2023-10-16,7.83895,35.75,34.25,33.99
2023-10-17,7.84116,35.75,34.25,33.99
2023-10-18,7.84075,35.75,34.25,33.99
2023-10-19,7.83984,35.75,34.25,33.99
2023-10-20,7.83984,35.75,34.25,33.99
2023-10-21,7.83984,35.75,34.25,33.99
2023-10-22,7.83984,35.75,34.25,33.99
2023-10-23,7.83653,35.33,33.83,33.41
2023-10-24,7.83386,35.33,33.83,33.41
2023-10-25,7.83807,35.33,33.83,33.41
2023-10-26,7.84253,35.33,33.83,33.41
2023-10-27,7.84232,35.33,33.83,33.41
2023-10-28,7.84232,35.33,33.83,33.41
2023-10-29,7.84232,35.33,33.83,33.41
2023-10-30,7.83714,34.52,32.99,32.8
2023-10-31,7.83252,34.52,32.99,32.8
2023-11-01,7.83252,34.52,32.99,32.8
2023-11-02,7.8322,34.52,32.99,32.8
2023-11-03,7.83155,34.52,32.99,32.8
2023-11-04,7.83155,34.52,32.99,32.8
2023-11-05,7.83155,34.52,32.99,32.8
2023-11-06,7.82741,32.79,31.28,32.31
2023-11-07,7.82629,32.79,31.28,32.31
2023-11-08,7.82423,32.79,31.28,32.31
2023-11-09,7.82695,32.79,31.28,32.31
2023-11-10,7.82558,32.79,31.28,32.31
2023-11-11,7.82558,32.79,31.28,32.31
2023-11-12,7.82558,32.79,31.28,32.31
2023-11-13,7.82473,31.34,29.85,31.61
2023-11-14,7.82179,31.34,29.85,31.61
2023-11-15,7.82751,31.34,29.85,31.61
2023-11-16,7.82592,31.34,29.85,31.61
2023-11-17,7.82871,31.34,29.85,31.61
2023-11-18,7.82871,31.34,29.85,31.61
2023-11-19,7.82871,31.34,29.85,31.61
2023-11-20,7.82311,29.99,28.52,30.58
2023-11-21,7.82524,29.99,28.52,30.58
2023-11-22,7.82627,29.99,28.52,30.58
2023-11-23,7.82738,29.99,28.52,30.58
2023-11-24,7.82859,29.99,28.52,30.58
2023-11-25,7.82859,29.99,28.52,30.58
2023-11-26,7.82859,29.99,28.52,30.58
2023-11-27,7.82568,29.98,28.49,29.97
2023-11-28,7.82371,29.98,28.49,29.97
2023-11-29,7.82878,29.98,28.49,29.97
2023-11-30,7.82836,29.98,28.49,29.97
2023-12-01,7.82702,29.98,28.49,29.97
2023-12-02,7.82702,29.98,28.49,29.97
2023-12-03,7.82702,29.98,28.49,29.97
2023-12-04,7.823,29.98,28.49,29.97
2023-12-05,7.8243,29.98,28.49,29.97
2023-12-06,7.82262,29.98,28.49,29.97
2023-12-07,7.82636,29.98,28.49,29.97
2023-12-08,7.82393,29.98,28.49,29.97
2023-12-09,7.82393,29.98,28.49,29.97
2023-12-10,7.82393,29.98,28.49,29.97
2023-12-11,7.82128,29.13,27.65,29.11
2023-12-12,7.82288,29.13,27.65,29.11
2023-12-13,7.82022,29.13,27.65,29.11
2023-12-14,7.82158,29.13,27.65,29.11
2023-12-15,7.82399,29.13,27.65,29.11
2023-12-16,7.82399,29.13,27.65,29.11
2023-12-17,7.82399,29.13,27.65,29.11
2023-12-18,7.82053,28.65,27.15,28.62
2023-12-19,7.81987,28.65,27.15,28.62
2023-12-20,7.81999,28.65,27.15,28.62
2023-12-21,7.82248,28.65,27.15,28.62
2023-12-22,7.82434,28.65,27.15,28.62
2023-12-23,7.82434,28.65,27.15,28.62
2023-12-24,7.82434,28.65,27.15,28.62
2023-12-25,7.82434,28.65,27.15,28.62
2023-12-26,7.83014,28.65,27.15,28.62
2023-12-27,7.8235,30.44,28.95,29.47
2023-12-28,7.82702,30.44,28.95,29.47
2023-12-29,7.82702,30.44,28.95,29.47
2023-12-30,7.82702,30.44,28.95,29.47
2023-12-31,7.82702,30.44,28.95,29.47
2024-01-01,7.82702,30.44,28.95,29.47
2024-01-02,7.82481,30.44,28.95,29.47
2024-01-03,7.82445,30.47,28.97,29.48
2024-01-04,7.82409,30.47,28.97,29.48
2024-01-05,7.82322,30.47,28.97,29.48
2024-01-06,7.82322,30.47,28.97,29.48
2024-01-07,7.82322,30.47,28.97,29.48
2024-01-08,7.81941,30.47,28.97,29.48
2024-01-09,7.81686,30.47,28.97,29.48
2024-01-10,7.82016,30.47,28.97,29.48
2024-01-11,7.81767,30.47,28.97,29.48
2024-01-12,7.82083,30.47,28.97,29.48
2024-01-13,7.82083,30.47,28.97,29.48
2024-01-14,7.82083,30.47,28.97,29.48
2024-01-15,7.81224,30.29,28.79,28.55
2024-01-16,7.81402,30.29,28.79,28.55
2024-01-17,7.81651,30.29,28.79,28.55
2024-01-18,7.81988,30.29,28.79,28.55
2024-01-19,7.81782,30.29,28.79,28.55
2024-01-20,7.81782,30.29,28.79,28.55
2024-01-21,7.81782,30.29,28.79,28.55
2024-01-22,7.81494,30.9,29.39,29.11
2024-01-23,7.81473,30.9,29.39,29.11
2024-01-24,7.81578,30.9,29.39,29.11
2024-01-25,7.8187,30.9,29.39,29.11
2024-01-26,7.81541,30.9,29.39,29.11
2024-01-27,7.81541,30.9,29.39,29.11
2024-01-28,7.81541,30.9,29.39,29.11
2024-01-29,7.81382,30.97,29.48,29.19
2024-01-30,7.81142,30.97,29.48,29.19
2024-01-31,7.81454,30.97,29.48,29.19
2024-02-01,7.81252,30.97,29.48,29.19
2024-02-02,7.81323,30.97,29.48,29.19
2024-02-03,7.81323,30.97,29.48,29.19
2024-02-04,7.81323,30.97,29.48,29.19
2024-02-05,7.81166,31.46,29.96,30.44
2024-02-06,7.81149,31.46,29.96,30.44
2024-02-07,7.81172,31.46,29.96,30.44
2024-02-08,7.81098,31.46,29.96,30.44
2024-02-09,7.80938,31.46,29.96,30.44
2024-02-10,7.80938,31.46,29.96,30.44
2024-02-11,7.80938,31.46,29.96,30.44
2024-02-12,7.80661,31.47,29.97,30.47
2024-02-13,7.80679,31.47,29.97,30.47
2024-02-14,7.8062,31.47,29.97,30.47
2024-02-15,7.80652,31.47,29.97,30.47
2024-02-16,7.81128,31.47,29.97,30.47
2024-02-17,7.81128,31.47,29.97,30.47
2024-02-18,7.81128,31.47,29.97,30.47
2024-02-19,7.8033,31.97,30.48,30.98
2024-02-20,7.81046,31.97,30.48,30.98
2024-02-21,7.81151,31.97,30.48,30.98
2024-02-22,7.81327,31.97,30.48,30.98
2024-02-23,7.81274,31.97,30.48,30.98
2024-02-24,7.81274,31.97,30.48,30.98
2024-02-25,7.81274,31.97,30.48,30.98
2024-02-26,7.80942,32.45,30.95,30.97
2024-02-27,7.81045,32.45,30.95,30.97
2024-02-28,7.81473,32.45,30.95,30.97
2024-02-29,7.81768,32.45,30.95,30.97
2024-03-01,7.81835,32.45,30.95,30.97
2024-03-02,7.81835,32.45,30.95,30.97
2024-03-03,7.81835,32.45,30.95,30.97
2024-03-04,7.80899,32.89,31.4,30.7
2024-03-05,7.80618,32.89,31.4,30.7
